id,label,id_prop_instance_of,id_prop_publication_type,id_prop_author,id_prop_editor,id_prop_publisher,id_prop_place_of_publication,id_prop_series,id_prop_pages,id_prop_title,id_prop_issue,id_prop_volume,id_prop_publication_date,id_prop_reference_URL,id_prop_keyword,id_prop_journal,id_prop_conference
id_work_1123,Biospheric implications of global environmental change,id_base_work,id_type_article_in_book,id_creator_41326;id_creator_37549,id_creator_37549;id_creator_37550,id_publisher_153,id_place_98,id_series_149,25-52,,,,1993,,,,
id_work_1124,Approaches for large scale hydrological modelling and a first application for the Gurgueia River,id_base_work,id_type_lecture,id_creator_39160,,,,,,,,,1998,,,,
id_work_1125,Costs and decisions in climate change,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1999,,,,
id_work_1126,"Modelling of carbon-, nitrogen-, and water balances in pine stands under changing air pollution and deposition",id_base_work,id_type_other_article,id_creator_36691;id_creator_40344;id_creator_37636,,,,,33-60,,40,,1998,,,id_journal_1,
id_work_1127,Einfluß von Versiegelungen mit anschließender Versickerung des Niederschlagswassers auf den Wasserhaushalt von Hängen,id_base_work,id_type_isi_article,id_creator_39160;id_creator_2388;id_creator_30710,,,,,9-14,,6,51,1999,,,id_journal_124,
id_work_1128,Emissionen und Klimafolgen,id_base_work,id_type_lecture,id_creator_41539,,,id_place_47,,,,,,1995,,,,
id_work_1129,Response of a river catchment to climatic change in northern Germany,id_base_work,id_type_isi_article,id_creator_2806;id_creator_30700;id_creator_38649,,,,,61-89,,,47,2000,,id_keyword_715;id_keyword_1411;id_keyword_1421,id_journal_15,
id_work_1130,The influence of vegetaton-atmosphere-ocean interaction on climate during the mid-Holocene,id_base_work,id_type_isi_article,id_creator_35948;id_creator_12248;id_creator_39379;id_creator_2397,,,,,1916-1919,,5371,280,1998,,,id_journal_131,
id_work_1131,International Governmental Organizations and National Participation in Environmental Regimes: The Organizational Components of the Acidification Regime,id_base_work,id_type_article_in_report,id_creator_40041;id_creator_37321;id_creator_2400;id_creator_37661,,,,,,"Final Report to the European Commission, Rotterdam: Erasmus University Rotterdam",EV5V-CT94-,,1997,,,,
id_work_1132,Bacteriogenic porosity of marine sediments - a case of biomorphogenesis of sedimentary rocks,id_base_work,id_type_article_in_book,id_creator_40102;id_creator_37551;id_creator_38295,id_creator_37551;id_creator_37552;id_creator_37553,id_publisher_170,,id_series_170,,,,,1994,,,,
id_work_1133,Statistical comparison of winds from ERS-1 scatterometer and ECMWF model in time and wavenumber domain,id_base_work,id_type_conference_paper,id_creator_30567,,,,,1195-1200,,,,1997,,,,
id_work_1134,A model for the seasonal variations of vegetation indices in coarse resolution data and its inversion to extract crop parameters,id_base_work,id_type_isi_article,id_creator_38662,,,,,220-230,,2,48,1994,,,id_journal_85,
id_work_1135,Der globale Klimawandel als Steuerungsproblem: Der Tolerable Window Ansatz,id_base_work,id_type_lecture,id_creator_39360,,,,,,,,,1995,,,,
id_work_1136,Environmental targets in integrated assessments: tolerable windows approach,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_1137,International cooperation behind the veil of scientific uncertainty: the case of transboundary acidification,id_base_work,id_type_isi_article,id_creator_37321,,,,,185-201,,2,12,1998,,id_keyword_464;id_keyword_1411;id_keyword_466;id_keyword_1411;id_keyword_468,id_journal_129,
id_work_1138,Tutorial modelling of geosphere-biosphere interactions: the effect of percolation-type habitat fragmentation,id_base_work,id_type_isi_article,id_creator_25476;id_creator_9042;id_creator_2412;id_creator_40583,,,,,186-196,,1-4,266,1999,,id_keyword_469;id_keyword_1411;id_keyword_471;id_keyword_1411;id_keyword_473,id_journal_62,
id_work_1139,Linkage between hydrological processes and sediment transport at the river basin scale - a modelling study,id_base_work,id_type_other_article,id_creator_40723;id_creator_16222;id_creator_30700;id_creator_25515,,,,,,,,,1999,,,id_journal_153,
id_work_1140,"Informationsbriefe, Nr.22-25, 1996",id_base_work,id_type_other_article,,id_creator_37554,,,,,,,,1996,,id_keyword_474;id_keyword_1411;id_keyword_476,id_journal_49,
id_work_1141,A Method to Estimate the Statistical Confidence of Cluster Separation,id_base_work,id_type_isi_article,id_creator_41240;id_creator_38095,,,,,103-110,,1-2,57,1997,,,id_journal_29,
id_work_1142,Towards Integrated Modelling of the Earth System: The 'Moscow- Potsdam Connection',id_base_work,id_type_lecture,id_creator_41539,,,id_place_119,,,,,,1996,,,,
id_work_1143,Klimawirkung auf Umwelt und Mensch: Modellkonzepte und Ergebnisse,id_base_work,id_type_lecture,id_creator_39379,,,,,,,,,1998,,,,
id_work_1144,What can we gain from wave data assimilation?,id_base_work,id_type_lecture,id_creator_30567,,,,,,,,,1998,,,,
id_work_1145,Bestimmung einer spektralen Seegangsklimatologie - Validation und Veränderlichkeiten auf verschiedenen Skalen,id_base_work,id_type_lecture,id_creator_30567,,,,,,,,,1998,,,,
id_work_1146,Combining agricultural crop models and satellite observations: from field to regional scales,id_base_work,id_type_isi_article,id_creator_2424;id_creator_34353;id_creator_2426,,,,,1021-1036,,6,19,1998,,,id_journal_142,
id_work_1147,Modelling land use change on a regional scale,id_base_work,id_type_lecture,id_creator_38649;id_creator_39262;id_creator_9642,,,,,,,,,1999,,,,
id_work_1148,The linkage between hydrological processes and sediment transport at the river basin scale,id_base_work,id_type_article_in_book,id_creator_40723;id_creator_39262;id_creator_39626,id_creator_37555;id_creator_37556;id_creator_37557,id_publisher_12,id_place_12,id_series_171,13-20,,,,1998,,,,
id_work_1149,Understanding the ecosystem dynamic behavior. What is the potential for satellite data assimilation into functional models?,id_base_work,id_type_conference_paper,id_creator_38662;id_creator_2434;id_creator_2435,id_creator_37558,,,,971-980,,,,1994,,,,
id_work_1150,Klimaänderung und Küste,id_base_work,id_type_editied_book,,id_creator_40583;id_creator_38791,id_publisher_39,id_place_21,,,,,,1993,,,,
id_work_1151,Leaf photosynthetic characteristics of beech (Fagus sylvatica) saplings stands during three years of exposure to elevated CO² concentration,id_base_work,id_type_isi_article,id_creator_2436;id_creator_38088;id_creator_2438;id_creator_37920;id_creator_37690,,,,,239-247,,,20,2000,,,id_journal_25,
id_work_1152,Sensitivity analysis of a forest gap model concerning current and future climate variability,id_base_work,id_type_article_in_book,id_creator_40341;id_creator_40344;id_creator_30700;id_creator_41298,id_creator_38062;id_creator_37562,,id_place_31,id_series_172,273-288,,,,1998,,,,
id_work_1153,Regime effectiveness and its measurement: the Kyoto protocol,id_base_work,id_type_lecture,id_creator_38277,,,,,,,,,1999,,id_keyword_615;id_keyword_1411;id_keyword_479;id_keyword_1411;id_keyword_509,,
id_work_1154,Environmental effects of international emissions trading,id_base_work,id_type_lecture,id_creator_37321,,,,,,,,,1999,,,,
id_work_1155,Site and stand description,id_base_work,id_type_article_in_book,id_creator_40153;id_creator_37636,id_creator_40153;id_creator_37636,id_publisher_14,id_place_25,id_series_14,17-20,,,,1998,,,,
id_work_1156,"Disaster vulnerability and ""sustainable development"". Integrating disaster vulnerability in the CSD's list of indicators: measuring sustainable development in Germany",id_base_work,id_type_other_article,id_creator_41486;id_creator_41488;id_creator_8364,,,id_place_47,,,,,14e,1998,,,id_journal_154,
id_work_1157,Kyoto and the long-term climate stabilization,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_1158,"Mesoscale ecohydrological modelling to analyise regional effects of climate change in Brandenburg, Germany",id_base_work,id_type_lecture,id_creator_40723;id_creator_42031;id_creator_7790;id_creator_40341;id_creator_2457;id_creator_41326;id_creator_39262,,,,,,,,,1998,,,,
id_work_1159,Konzept eines wissensbasierten Systems zur Analyse des globalen Wandels,id_base_work,id_type_article_in_book,id_creator_39348,id_creator_37568;id_creator_37569;id_creator_37567,id_publisher_171,id_place_101,id_series_173,113-116,,,,1999,,,,
id_work_1160,Automatisierte Darstellung einer nicht objekt-bezogenen Klimaklassifikation durch künstliche neuronale Netzwerke,id_base_work,id_type_article_in_book,id_creator_39348,id_creator_37568;id_creator_37569;id_creator_37570,id_publisher_171,id_place_101,id_series_173,63-66,,,,1999,,,,
id_work_1161,The influence of quasi-realistic high-frequency wind variability on wave modelling in the North Atlantic,id_base_work,id_type_report,id_creator_30567;id_creator_14001,,id_publisher_172,id_place_58,,1-28,,99/E/51,,1999,,,,
id_work_1162,Effects of climate change influencing storm runoff generation: basic considerations and a pilot study in Germany,id_base_work,id_type_article_in_book,id_creator_39160;id_creator_2465;id_creator_2466,id_creator_37619;id_creator_39160;id_creator_37621;id_creator_37622,id_publisher_173,id_place_42,id_series_174,325-340,,,,1999,,,,
id_work_1163,Volume growth and survival graphs: A method for evaluating process-based forest growth models,id_base_work,id_type_isi_article,id_creator_2467;id_creator_41298;id_creator_2469;id_creator_40341,,,,,357-365,,5/6,20,2000,,,id_journal_25,
id_work_1164,Integrated assessment of climate policy: a project overview,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1999,,,,
id_work_1165,Integrating dynamic morphological properties into forest growth modeling. Allocation and mortality,id_base_work,id_type_isi_article,id_creator_36691,,,,,193-210,,2-3,111,1998,,,id_journal_5,
id_work_1166,Linear vs. non-linear techniques in downscaling,id_base_work,id_type_isi_article,id_creator_2473;id_creator_30700,,,,,83-93,,2,10,1998,,,id_journal_37,
id_work_1167,Social monitoring of global change: the syndrome approach. First lessons from a new transdisciplinary research project,id_base_work,id_type_article_in_book,id_creator_41486,id_creator_37575;id_creator_37576;id_creator_41924,id_publisher_174,id_place_47,id_series_175,79-90,"Ziele, Möglichkeiten und Probleme eines gesellschaftlichen Monitorings",,,1998,,,,
id_work_1168,Wüstenbildung im Computer,id_base_work,id_type_other_article,id_creator_39379;id_creator_12248,,,,,21-24,,,,2000,,,id_journal_128,
id_work_1169,Umweltgerechtes Verhalten in verschiedenen Lebensstil- Kontexten,id_base_work,id_type_article_in_book,id_creator_41486,id_creator_38864;id_creator_37579,id_publisher_36,id_place_21,id_series_176,49-69,,,,1999,,,,
id_work_1170,"Zweiter Zwischenbericht zum Forschungsvorhaben ""Dynamische skalenübergreifende Modellierung des Wasser- und Stoffhaushaltes in Gebieten des pleistozänen Tieflandes, Modellgebiet Stepenitz",id_base_work,id_type_report,id_creator_38649;id_creator_39262,,id_publisher_151,id_place_8,,1-29,,,,1998,,id_keyword_482;id_keyword_1411;id_keyword_484;id_keyword_1411;id_keyword_486,,
id_work_1171,"Heat, electricity, sun, and fossil fuels: dynamic energy emission, and cost optimization",id_base_work,id_type_book,id_creator_2488;id_creator_26859;id_creator_2490;id_creator_2491,,id_publisher_175,id_place_48,,,,,,1999,,id_keyword_492;id_keyword_1411;id_keyword_494;id_keyword_1411;id_keyword_496,,
id_work_1172,Energieversorgung und Klimaschutz,id_base_work,id_type_conference_paper,id_creator_26859,,id_publisher_151,,,,,,,1999,,,,
id_work_1173,On the response of ocean waves to changes of wind fields,id_base_work,id_type_article_in_book,id_creator_30567;id_creator_2487,id_creator_37580,id_publisher_176,id_place_149,id_series_177,103-104,,,,1999,,,,
id_work_1174,"Optimization of solar district heating systems: seasonal storage, heat pumps, and cogeneration",id_base_work,id_type_isi_article,id_creator_2488;id_creator_26859;id_creator_2490;id_creator_2491,,,,,,,,,1999,,id_keyword_492;id_keyword_1411;id_keyword_494;id_keyword_1411;id_keyword_496,id_journal_57,
id_work_1175,CLIMBER-2: a climate system model of intermediate complexity,id_base_work,id_type_lecture,id_creator_39379,,,,,,,,,1999,,,,
id_work_1176,Coastal adaptation,id_base_work,id_type_article_in_book,id_creator_38205;id_creator_2968;id_creator_2967;id_creator_37751;id_creator_2965;id_creator_2498;id_creator_2499;id_creator_2500,id_creator_37581;id_creator_37582;id_creator_37583;id_creator_37584,id_publisher_13,id_place_13,id_series_178,349-372,Methodological and technological issues in technology transfer,,,2000,,,,
id_work_1177,Venture capital and climate policy in Europe: second example of specific stakeholder dialogues,id_base_work,id_type_article_in_report,id_creator_38267;id_creator_37460;id_creator_3377,,id_publisher_177,id_place_105,,151-163,"Ulysses: urban lifestyles, sustainability, and integrated environmental assessment; final report",,,1999,,,,
id_work_1178,Modeling land use and land cover changes in Africa: the global context,id_base_work,id_type_article_in_book,id_creator_37460,id_creator_37585,id_publisher_178,id_place_150,id_series_179,75-84,,,,1999,,,,
id_work_1179,Synopsis of the ecological SANA investigations,id_base_work,id_type_article_in_book,id_creator_37636;id_creator_36691,id_creator_40153;id_creator_37636,id_publisher_14,id_place_25,id_series_14,313-322,,,,1998,,,,
id_work_1180,Prototyping the moderate resolution imaging spectroradiometer (MODIS) BRDF and albedo product,id_base_work,id_type_conference_paper,id_creator_8646;id_creator_36513;id_creator_4599;id_creator_8645;id_creator_2511;id_creator_35519;id_creator_2901,,id_publisher_179,id_place_151,,1506-1508,,,,1999,,id_keyword_522;id_keyword_1411;id_keyword_1216;id_keyword_1411;id_keyword_526;id_keyword_1411;id_keyword_528,,
id_work_1181,Großskalige hydrologische Modellierung von Landnutzungsänderungen vor dem Hintergrund unsicherer Eingangsdatedn,id_base_work,id_type_lecture,id_creator_38649;id_creator_9642;id_creator_39262,,,,,,,,,1998,,id_keyword_627;id_keyword_1411;id_keyword_506,,
id_work_1182,Global climate policy: from Rio to Buenos Aires,id_base_work,id_type_lecture,id_creator_38277,,id_publisher_151,,,,,,,1999,,id_keyword_507;id_keyword_1411;id_keyword_509,,
id_work_1183,"Contributions to ""Institutional frameworks for political action""",id_base_work,id_type_article_in_book,id_creator_40041,id_creator_37588;id_creator_37589,id_publisher_76,id_place_77,id_series_180,345-439,,,,1998,,,,
id_work_1184,Neuronale Netze und qualitative Wissensbasen in der integrativen Umweltsystemanalyse,id_base_work,id_type_book,id_creator_39348,,id_publisher_180,id_place_21,,1-137,,,,1999,,id_keyword_702;id_keyword_1411;id_keyword_704;id_keyword_1411;id_keyword_514;id_keyword_1411;id_keyword_708,,
id_work_1185,Environmental degradation as a cause of conflict?,id_base_work,id_type_isi_article,id_creator_39952;id_creator_39360;id_creator_2522,,,,,158-195,,,59-60,1999,,id_keyword_567;id_keyword_1411;id_keyword_519;id_keyword_1411;id_keyword_521,id_journal_155,
id_work_1186,Klimafaktor Energie,id_base_work,id_type_conference_paper,id_creator_26859,,id_publisher_151,,,,,,,1999,,,,
id_work_1187,Global Haushalten im Globalen Haus,id_base_work,id_type_article_in_book,id_creator_38295,,id_publisher_181,id_place_152,,295-297,"Begleitband zur Ausstellung ""Mythos der Jahrhunderte"" im Landesmuseum für Technik und Arbeit",,,2000,,,,
id_work_1188,A neural solution: a data driven assessment of global climate and vegetation classes,id_base_work,id_type_conference_paper,id_creator_39348,id_creator_37590;id_creator_37591;id_creator_37592;id_creator_37593;id_creator_37594,id_publisher_182,id_place_153,,279-285,,,,1999,,,,
id_work_1189,Large scale multispectral BRDF of an urban area,id_base_work,id_type_conference_paper,id_creator_2526;id_creator_36513;id_creator_2528;id_creator_2529,,id_publisher_179,id_place_151,,821-823,,,,1999,,id_keyword_522;id_keyword_1411;id_keyword_1216;id_keyword_1411;id_keyword_526;id_keyword_1411;id_keyword_528,,
id_work_1190,On the stability of the high-latitude climate-vegetation system in a coupled atmosphere-biosphere model,id_base_work,id_type_isi_article,id_creator_4895;id_creator_2531;id_creator_35312;id_creator_24612,,,,,489-500,,6,8,1999,,,id_journal_144,
