id,label,id_prop_instance_of,id_prop_publication_type,id_prop_author,id_prop_editor,id_prop_publisher,id_prop_place_of_publication,id_prop_series,id_prop_pages,id_prop_title,id_prop_issue,id_prop_volume,id_prop_publication_date,id_prop_reference_URL,id_prop_keyword,id_prop_journal,id_prop_conference
id_work_979,Simulated impacts of mean vs. intra-annual climate changes on forests,id_base_work,id_type_article_in_book,id_creator_36691;id_creator_30700;id_creator_40344,id_creator_38062;id_creator_37562,id_publisher_36,id_place_31,id_series_152,255-271,,,,1998,,,,
id_work_980,Habitable zone for Earth-like planets in the solar system,id_base_work,id_type_isi_article,id_creator_37229;id_creator_9042;id_creator_25476;id_creator_18332;id_creator_40583;id_creator_37177,,,,,1099-1105,,11,48,2000,,,id_journal_133,
id_work_981,"Quasi-Fixed Points and Periodic Orbits of the Zebiak-Cane ENSO Model with Applications in Kalman Filtering, Part I + II",id_base_work,id_type_isi_article,id_creator_30700;id_creator_2097;id_creator_2098,,,,,2802-24,,,123,1995,,,id_journal_134,
id_work_982,Die Erde als globales Ökosystem,id_base_work,id_type_other_article,id_creator_37229,,,id_place_21,,,,9,7,1996,,,id_journal_135,
id_work_983,Ökoschadensentwicklung und ihre Trends,id_base_work,id_type_lecture,id_creator_41539,,,id_place_16,,,,,,1997,,,,
id_work_984,Wie gut sind unsere Klimamodelle?,id_base_work,id_type_lecture,id_creator_39379,,,,,,,,,1996,,,,
id_work_985,Value judgments and the choice of climate protection strategies,id_base_work,id_type_isi_article,id_creator_37321;id_creator_26859;id_creator_37525,,,,,974-998,,7/8/9,26,1999,,id_keyword_406;id_keyword_1411;id_keyword_408;id_keyword_1411;id_keyword_1421,id_journal_68,
id_work_986,Topography-Based Modelling at Different Scales,id_base_work,id_type_lecture,id_creator_38649;id_creator_2806;id_creator_40723;id_creator_39262,,,,,,,,,1996,,,,
id_work_987,Decision analysis frameworks in the IPCC third assessment report,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_988,"Costs, Impacts, and Benefits of CO2 Mitigation",id_base_work,id_type_report,id_creator_37377;id_creator_42108;id_creator_37446;id_creator_37460,,id_publisher_75,id_place_94,id_series_153,1-597,,,,1993,,,,
id_work_989,Integrated modelling of hydrological processes and nutrient dynamics,id_base_work,id_type_lecture,id_creator_40723;id_creator_39262,,,,,,,,,1998,,,,
id_work_990,IMAGE for ULYSSES-Citizen Groups,id_base_work,id_type_article_in_report,id_creator_37616,,,,,1-30,EU-Project ULYSSES Working Paper,,,1996,,,,
id_work_991,Influence of Mediterranean outflow on climate,id_base_work,id_type_other_article,id_creator_36434,,,,,281-282,,24,79,1998,,,id_journal_59,
id_work_992,Klimasystemmodellierung,id_base_work,id_type_lecture,id_creator_39379,,,,,,,,,1998,,,,
id_work_993,Topology preserving neural networks for object character recognition of city systems,id_base_work,id_type_isi_article,id_creator_39348,,,,,295-315,,,8,1999,,,id_journal_136,
id_work_994,Rural poverty driven soil degradation under climate change: the sensitivity of disposition towards the Sahel syndrome with respect to climate,id_base_work,id_type_isi_article,id_creator_10219;id_creator_5459;id_creator_39360,,,,,315-326,,4,4,1999,,,id_journal_31,
id_work_995,Modellierung des Wasser- und Stofftransportes in großen Einzugsgebieten,id_base_work,id_type_lecture,id_creator_40723;id_creator_40655;id_creator_39262,,,,,,,,,1997,,,,
id_work_996,Global and regional perspectives on climate impact scenarios,id_base_work,id_type_other_article,id_creator_37460;id_creator_39709,,,,,4-4,,4,3,1998,,,id_journal_137,
id_work_997,"Beziehungsgeflechte, Wechselwirkungen und Folgen zwischen Witterungsextrema, klimatischen Veränderungen und ökonomischem, ökologischem und administrativem Strukturwandel, Teil 1: Lausitz - Spreewald",id_base_work,id_type_article_in_book,id_creator_2262,,,,id_series_154,,,,,1994,,,,
id_work_998,Grundprinzipien für eine GIS-gestützte großskalige hydrologische Modellierung,id_base_work,id_type_lecture,id_creator_38649;id_creator_39262,,,,,,,,,1997,,,,
id_work_999,Comparing models: lessons from integrated assessments of climate change,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_1000,Ein systemarer Ansatz für Sustainable Development Indikatoren,id_base_work,id_type_other_article,id_creator_39360;id_creator_9042;id_creator_38295,,,,,,,3,,1995,,,id_journal_38,
id_work_1001,Die ökologische Bedeutung der Lebensstilforschung,id_base_work,id_type_article_in_book,id_creator_41486,id_creator_38854;id_creator_37505,id_publisher_155,id_place_106,id_series_155,91-101,,,,1998,,,,
id_work_1002,The role of spatial variability of soil moisture for modelling surface runoff generation at the small catchment scale.,id_base_work,id_type_isi_article,id_creator_39160;id_creator_25593,,,,,,,,,1999,,,id_journal_138,
id_work_1003,The possible dynamic response of northern forests to greenhouse warming,id_base_work,id_type_isi_article,id_creator_37649;id_creator_9198;id_creator_41326,,,,,129-135,,,1,1991,,,id_journal_91,
id_work_1004,Modelling water dynamics in mesoscale river basins with ARC/ EGMO,id_base_work,id_type_lecture,id_creator_39626;id_creator_9642,,,,,,,,,1999,,,,
id_work_1005,Investigation and Simulation of Pollution Effects on Pine Forests in Eastern Germany,id_base_work,id_type_isi_article,id_creator_36691;id_creator_8637;id_creator_39716,,,,,43-51,,3,4,1995,,,id_journal_139,
id_work_1006,Simulation of modern and glacial climates with a coupled global model of intermediate complexity,id_base_work,id_type_isi_article,id_creator_35948;id_creator_36434;id_creator_36372;id_creator_39379,,,,,351-356,,6665,391,1998,,,id_journal_89,
id_work_1007,Möglichkeiten und Voraussetzungen einer Klimavorhersage,id_base_work,id_type_article_in_book,id_creator_41240,id_creator_37506;id_creator_41501;id_creator_39693;id_creator_38791,id_publisher_43,id_place_16,id_series_7,161-164,,,,1998,,,,
id_work_1008,On the inconsistency at the interface of climate impact studies and global climate simulations,id_base_work,id_type_article_in_book,id_creator_39379,id_creator_38295;id_creator_37616,id_publisher_36,id_place_21,id_series_48,273-276,,,,1998,,,,
id_work_1009,SPRINT-S: Eine parallele Simulationsumgebung,id_base_work,id_type_article_in_book,id_creator_39716,id_creator_37512;id_creator_38996;id_creator_37514;id_creator_37515,id_publisher_67,id_place_21,id_series_156,17-18,,,,1999,,,,
id_work_1010,Welt im Wandel: Wege zu einem nachhaltigen Umgang mit Süßwasser,id_base_work,id_type_book,id_creator_38295;id_creator_38342,,id_publisher_36,id_place_21,,1-419,,,,1997,,,,
id_work_1011,Climate mitigation targets: new results with the ICLIPS model,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_1012,Climate change RTD policies in mitigation and adaptation,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_1013,Incorporating impacts in integrated assessments,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1999,,,,
id_work_1014,"Anmerkungen zum Nachhaltigkeitskonzept der Studie ""Nachhaltige Wasserwirtschaft in Deutschland""",id_base_work,id_type_other_article,id_creator_26037,,,,,25-30,,14/99,,1999,,,id_journal_140,
id_work_1015,Jeremi s konjunkt£ra: A környezet ‚vsz zada - Az ‚vsz zad környezete (Jeremiah craze: Century of the environment - The environment of the century),id_base_work,id_type_other_article,id_creator_37525,,,,,71-74,,,,1999,,,id_journal_66,
id_work_1016,Applying fairness criteria to the allocation of climate protection burdens: an economic perspective,id_base_work,id_type_article_in_book,id_creator_37321,id_creator_37525,id_publisher_122,id_place_48,id_series_157,80-93,,,,1999,,id_keyword_1421;id_keyword_1411;id_keyword_431;id_keyword_1411;id_keyword_435,,
id_work_1017,Seasonal behavior of crop canopies: Linkage of functional models and radiosity,id_base_work,id_type_conference_paper,id_creator_38662;id_creator_2162,,,,,1029-1036,,,,1994,,,,
id_work_1018,Vom Sinn des Reisens - Lob der Langsamkeit,id_base_work,id_type_other_article,id_creator_38295,,,,,,,,1/95,1995,,,id_journal_141,
id_work_1019,"The sensitivity of dry areas to climate change, estimated using the BIOME model",id_base_work,id_type_conference_paper,id_creator_41326,,,,,,,,,1992,,,,
id_work_1020,Application of a global biome model to different climate change scenarios,id_base_work,id_type_conference_paper,id_creator_41326;id_creator_37645;id_creator_40579;id_creator_2168;id_creator_37549,,id_publisher_156,id_place_140,,1-125,,,,1992,,,,
id_work_1021,Definition und Beschreibung klimatologischer Extreme und ihr Zusammenhang mit der Zirkulation. Teil I. Definition und Beschreibung klimatologischer Extreme,id_base_work,id_type_article_in_report,id_creator_41240;id_creator_38095;id_creator_24885,,id_publisher_15,,,,Forschungsbericht des Potsdam-Instituts für Klimafolgenforschung e.V.,,,1994,,,,
id_work_1022,Vom Winde verweht. Bodenzerstörung - Die zwölf Syndrome einer globalen Krise,id_base_work,id_type_other_article,id_creator_38295;id_creator_41486,,,,,52-56,,,2,1996,,,id_journal_93,
id_work_1023,On the history of ocean waves in the North Sea,id_base_work,id_type_lecture,id_creator_30567,,,,,,,,,1998,,,,
id_work_1024,A simple model for the temporal variations of NDVI at regional scale over agricultural countries validation with ground radiometric measurements,id_base_work,id_type_isi_article,id_creator_38662,,,,,1521-1446,,7,15,1994,,,id_journal_142,
id_work_1025,Neue Themen für die WTO in der Globalisierung - Umweltschutz Sozialstandards und Wettbewerbsregeln,id_base_work,id_type_article_in_book,id_creator_37321,id_creator_37517;id_creator_37518,id_publisher_157,id_place_47,id_series_158,275-285,,,,1997,,,,
id_work_1026,GRASS application for hydrological and water quality modelling,id_base_work,id_type_other_article,id_creator_40723,,,,,,,,,1998,,,id_journal_143,
id_work_1027,Changing the surface of our planet - results from studies of the global ecosystem,id_base_work,id_type_isi_article,id_creator_41326;id_creator_2180,,,,,363-365,,,8,1999,,,id_journal_144,
id_work_1028,Predicting Global Change Impacts on Mountain Hydrology and Ecology: Integrated Catchment Hydrology/Altitudinal Gradient Studies,id_base_work,id_type_article_in_report,id_creator_39262;id_creator_37520,id_creator_39262;id_creator_37520,id_publisher_158,id_place_141,id_series_159,,,43,,1997,,,,
id_work_1029,Simulation of the global bio-geophysical interactions during the Last Glacial Maximum,id_base_work,id_type_isi_article,id_creator_12248;id_creator_39379,,,,,461-471,,7-8,14,1998,,id_keyword_416;id_keyword_1411;id_keyword_418,id_journal_51,
id_work_1030,Optimization of global CO2 emissions based on a simple model of the global carbon cycle,id_base_work,id_type_isi_article,id_creator_37177;id_creator_35312;id_creator_25476;id_creator_38295;id_creator_39360,,,,,23-33,,1,4,1999,,,id_journal_31,
id_work_1031,Simulated responses of energy and water fluxes to ambient atmosphere and free-air carbon dioxide enrichment in wheat,id_base_work,id_type_isi_article,id_creator_7787;id_creator_25471;id_creator_2192;id_creator_2193;id_creator_2194;id_creator_2195;id_creator_2196,,,,,601-609,,4-5,22,1995,,,id_journal_22,
id_work_1032,"Satellite Data for Monitoring, Understanding and Modelling of Ecosystem Functioning. In",id_base_work,id_type_article_in_book,id_creator_38662;id_creator_2198;id_creator_2199;id_creator_2200,id_creator_37521;id_creator_40574,id_publisher_13,id_place_13,id_series_131,566-591,,,,1996,,,,
id_work_1033,Mittlere jährliche aktuelle Verdunstungshöhen 1973-1992,id_base_work,id_type_isi_article,id_creator_39103;id_creator_4622;id_creator_2209,,,id_place_142,,1-3,,,,1999,,,id_journal_145,
id_work_1034,Scaling issues in forest succession modelling,id_base_work,id_type_isi_article,id_creator_37520;id_creator_41298;id_creator_40341;id_creator_39716;id_creator_2208,,,,,265-289,,3,44,2000,,,id_journal_15,
id_work_1035,"Räumliche Interpretation von Niederschlag, Lufttemperatur und Verdunstung",id_base_work,id_type_other_article,id_creator_2209;id_creator_39103,,,id_place_56,,1-81,,67,,1999,,,id_journal_146,
id_work_1036,Integrated assessments and decision making in Africa: focus on adaptation,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_1037,Climate Simulations with an Improved 2-D Zonal Climate Model,id_base_work,id_type_report,id_creator_2212;id_creator_2213,,id_publisher_75,id_place_76,,,,,,1994,,,,
id_work_1038,Climate Change and River Flooding: A German Review,id_base_work,id_type_conference_paper,id_creator_39160,,,,,539-546,,,,1996,,,,
id_work_1039,Regional policy panels and European venture capital policy exercises,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1999,,,,
id_work_1040,A project overview,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1999,,,,
id_work_1041,Psychologie in Jena: Abwicklung in Raten,id_base_work,id_type_article_in_book,id_creator_38864,id_creator_37523,id_publisher_159,id_place_106,id_series_160,108-118,,,,1993,,,,
id_work_1042,Regions and climate change: introduction to the workshop,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1999,,,,
id_work_1043,The economics of conflicts over water resources,id_base_work,id_type_lecture,id_creator_37321,,,,,,,,,1998,,,,
id_work_1044,"Final Report on the Pre-Phase and Interim Funding Period of WAVES, Sub-project Integrated Modelling",id_base_work,id_type_article_in_report,id_creator_39247;id_creator_39160,,id_publisher_32,id_place_8,id_series_47,1-32,,,,1997,,,,
id_work_1045,"IAHS symposium on ""The impact of land use change on nutrient loads from diffuse sources"", Birmingham, 19-20 July 1999",id_base_work,id_type_lecture,id_creator_40723;id_creator_2223;id_creator_39626;id_creator_39262,,,,,,,,,1999,,,,
id_work_1046,Climate change and the challenge for research and technological development policy,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1999,,,,
id_work_1047,Diskussion einzelner Equity-Konzepte,id_base_work,id_type_lecture,id_creator_37321,,,,,,,,,1998,,,,
id_work_1048,A global biome model based on plant physiology and dominance soil properties and climate,id_base_work,id_type_isi_article,id_creator_37649;id_creator_41326;id_creator_37645;id_creator_2231;id_creator_37549,,,,,117-134,,2,19,1992,,,id_journal_22,
id_work_1049,Propositions currently discussed in negotiations,id_base_work,id_type_lecture,id_creator_37321,,,,,,,,,1996,,,,
id_work_1050,Fair play in the greenhouse - economic basics,id_base_work,id_type_lecture,id_creator_37321,,,,,,,,,1996,,,,
id_work_1051,Klimatische Risiken und Nebenwirkungen des Erdölzeitalters,id_base_work,id_type_article_in_book,id_creator_41539;id_creator_38295,,id_publisher_160,,id_series_161,24-34,,,,1995,,,,
id_work_1052,May land use changes reduce the water deficiency problem caused by reduced brown coal mining in the state of Brandenburg?,id_base_work,id_type_lecture,id_creator_42031;id_creator_40723;id_creator_39716;id_creator_2240,,,,,,,,,1999,,,,
id_work_1053,Dynamical Modelling of Calcite Formation in Sedimentary Structures,id_base_work,id_type_lecture,id_creator_39348;id_creator_25476;id_creator_2243,,id_publisher_161,id_place_143,,,,,,1995,,,,
id_work_1054,Adaptation in integrated assessment modeling,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1999,,,,
id_work_1055,Ecological standards and world trade relations,id_base_work,id_type_lecture,id_creator_37321,,,,,,,,,1998,,,,
id_work_1056,Capabilities and limitations of detailed hillslope hydrological modelling,id_base_work,id_type_isi_article,id_creator_39160,,,,,21-48,,1,13,1999,,,id_journal_28,
id_work_1057,Hydrologische Verhältnisse und Verfügbarkeit der Wasserresourcen,id_base_work,id_type_article_in_report,id_creator_39262;id_creator_38649;id_creator_2806;id_creator_9642,id_creator_41539;id_creator_37525,id_publisher_162,,,40-55,Mögliche Auswirkungen von Klimaänderungen auf das Land Brandenburg - Pilotstudie,,,1996,,,,
id_work_1058,MOSES - Modellierung und Simulation ökologischer Systeme - Eine Sprachbeschreibung mit Anwendungsbeispielen,id_base_work,id_type_pik_series,id_creator_37616;id_creator_13550;id_creator_39716,,id_publisher_8,id_place_8,id_series_162,,,,,1995,,,,
id_work_1059,Comparing global models of terrestrial net primary productivity (NPP): importance of vegetation structure on seasonal NPP estimates,id_base_work,id_type_isi_article,id_creator_34353;id_creator_2751;id_creator_2256,,,,,35-45,,April,5 (Supplement 1),1999,,,id_journal_2,
id_work_1060,Validation of the mortality approach of the forest gap model 4C by means of long-term observation data of forest stands,id_base_work,id_type_lecture,id_creator_40341;id_creator_37520;id_creator_41298;id_creator_21146,,,,,,,,,1998,,,,
id_work_1061,A general mechanism for the fair division of common property resources with an application to climate change,id_base_work,id_type_lecture,id_creator_37321,,,,,,,,,1998,,,,
id_work_1062,"Beziehungsgeflechte, Wechselwirkungen und Folgen zwischen Witterungsextrema, klimatischen Veränderungen und ökonomischem, ökologischem und administrativem Strukturwandel, Teil 2: Berlin",id_base_work,id_type_article_in_book,id_creator_2262,,,,id_series_154,,,,,1994,,,,
id_work_1063,Sind Freihandel und Umweltschutz vereinbar? Ökologidscher Reformbedarf des GATT/WTO-Regimes,id_base_work,id_type_book,id_creator_37321,,id_publisher_99,id_place_21,,,,,,1995,,id_keyword_419;id_keyword_1411;id_keyword_421;id_keyword_1411;id_keyword_423,,
id_work_1064,Regional validation of dynamic crop models,id_base_work,id_type_conference_paper,id_creator_42031;id_creator_2457;id_creator_40723;id_creator_7790;id_creator_25471,,,id_place_9,,,,,,1998,,,,id_conference_8
id_work_1065,AFRI/IDA - ein flexibles Retrieval-Interface für heterogene raumbezogene Daten,id_base_work,id_type_article_in_book,id_creator_24398,id_creator_37526;id_creator_37527,id_publisher_163,id_place_15,id_series_6,123-142,,,,1998,,,,
id_work_1066,Evolution of the global mean heat flow over 4.6 Gyr,id_base_work,id_type_isi_article,id_creator_37229,,,,,9-18,,,291,1998,,id_keyword_424;id_keyword_1411;id_keyword_426;id_keyword_1411;id_keyword_428;id_keyword_1411;id_keyword_430,id_journal_147,
id_work_1067,Assessment of Climate Change Threats on Protected Areas in Germany,id_base_work,id_type_article_in_report,id_creator_2271;id_creator_8637;id_creator_2273;id_creator_41326,,id_publisher_32,id_place_8,,1-44,Study for the WWF-Germany,,,1996,,,,
id_work_1068,Was ist dran an der Klimakatastrophe? Wissenschaft und Umweltprognosen,id_base_work,id_type_lecture,id_creator_41539,,,id_place_21,,,,,,1995,,,,
id_work_1069,How physics and biology matter in forest gap models,id_base_work,id_type_isi_article,id_creator_37520;id_creator_2277,,,,,251-257,,,29,1994,,,id_journal_15,
id_work_1070,Evoljuzionnye modeli sistemy semli,id_base_work,id_type_isi_article,id_creator_37229,,,,,58-67,,,2,1997,,,id_journal_148,
id_work_1071,Klimawirkungsforschung - Bindeglied zwischen wissenschaftlichen Erkenntnissen und politischen Folgerungen,id_base_work,id_type_lecture,id_creator_41539,,,id_place_144,,,,,,1997,,,,
id_work_1072,Decision analysis frameworks in the IPCC third assessment report,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1999,,,,
id_work_1073,Objective parameter estimation in mesoscale distributed modelling in the German Elbe river basin,id_base_work,id_type_lecture,id_creator_39262;id_creator_38649,,,,,,,,,1998,,,,
id_work_1074,Simulation results from the ICLIPS model,id_base_work,id_type_lecture,id_creator_26859,,id_publisher_151,,,,,,,1998,,,,
id_work_1075,Comprehending the economic and social dimensions of climate change by integrated assessment,id_base_work,id_type_conference_paper,id_creator_38295;id_creator_39230,,id_publisher_164,id_place_145,,179-198,,,,1998,,,,
id_work_1076,Reduction of biosphere life span as a consequence of geodynamics,id_base_work,id_type_isi_article,id_creator_37229;id_creator_9042;id_creator_25476;id_creator_18332;id_creator_40583;id_creator_37177,,,,,94-107,,1,52,2000,,,id_journal_84,
id_work_1077,Integrated assessment models of global climate change: building blocks and integration techniques,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_1078,What Drives the Atlantic Conveyor Belt?,id_base_work,id_type_lecture,id_creator_36434,,,,,,,,,1996,,,,
id_work_1079,Nord-Süd Politik im Treibhaus: Fair-Play Regeln für die Klimapolitik,id_base_work,id_type_article_in_book,id_creator_37321,,,,id_series_163,,,,,1999,,id_keyword_431;id_keyword_1411;id_keyword_1421;id_keyword_1411;id_keyword_435,,
id_work_1080,Über den Wolken - unter aller Kritik?,id_base_work,id_type_article_in_book,id_creator_41539,id_creator_40606;id_creator_37529;id_creator_38187;id_creator_37996,id_publisher_126,id_place_85,id_series_121,151-157,,,,1998,,,,
id_work_1081,Ansätze zur großskaligen Simulation der Wasserflüsse und ein Anwendungsbeispiel für das Elbeeinzugsgebiet,id_base_work,id_type_other_article,id_creator_39160;id_creator_40723,id_creator_37532;id_creator_38342,,,,5-22,,43,,1998,,,id_journal_1,
id_work_1082,The IGBP Northern Eurasia study,id_base_work,id_type_conference_paper,id_creator_2783;id_creator_37222;id_creator_28373;id_creator_2301;id_creator_37797,,,,,,,,,1998,,,,
id_work_1083,Linking climate impact research and policy decision-making: results from the ICLIPS model,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_1084,"Gestern-heute-morgen, -wie der Mensch das Klima verändert",id_base_work,id_type_lecture,id_creator_39379,,,,,,,,,1998,,,,
id_work_1085,A general mechanism for the fair division of common property resources with an application to climate change,id_base_work,id_type_lecture,id_creator_37321,,,,,,,,,1998,,,,
id_work_1086,A new climate scenario model and its application for regional water balance studies,id_base_work,id_type_conference_paper,id_creator_2306;id_creator_41240;id_creator_38095,,id_publisher_165,id_place_146,,160-171,,,,1998,,,,
id_work_1087,Tagungsband der 3. Deutschen Klimatagung,id_base_work,id_type_other_article,,id_creator_41240,,,,1-284,,1,,1994,,,id_journal_1,
id_work_1088,Flächendifferenzierte Modellierung des Landschaftswasser- und - stoffhaushaltes im Elbegebiet,id_base_work,id_type_lecture,id_creator_39262;id_creator_38649;id_creator_40723;id_creator_39626,,,,,,,,,1999,,,,
id_work_1089,Developing adaptive forest management strategies under climatic change,id_base_work,id_type_lecture,id_creator_41298,,,,,,,,,1998,,,,
id_work_1090,Klimawandel und seine Auswirkungen auf den Wasserhaushalt,id_base_work,id_type_other_article,id_creator_39262;id_creator_38649,,,,,40-50,,,137,1996,,,id_journal_149,
id_work_1091,Complex Principal Oscillation Pattern Analysis,id_base_work,id_type_isi_article,id_creator_30700,,,,,1972-1986,,10,6,1993,,,id_journal_35,
id_work_1092,"Referat zu: ""Klimatologie v. C.-D. Schönwiese""",id_base_work,id_type_other_article,id_creator_41240;id_creator_38095,,,id_place_0,,,,,,1995,,,,
id_work_1093,Long-range power-law correlations in local daily temperature fluctuations,id_base_work,id_type_isi_article,id_creator_14809;id_creator_2320;id_creator_38218;id_creator_2322,,,,,1331-1340,,5,B 77,1998,,,id_journal_150,
id_work_1094,Globalistics: A New Synthesis. Global Modelling and Global Models,id_base_work,id_type_lecture,id_creator_10601,,,id_place_119,,,,,,1996,,,,
id_work_1095,World in Transition: The Threat to Soils,id_base_work,id_type_book,id_creator_41501;id_creator_3191;id_creator_38342,,id_publisher_137,id_place_47,,,,,,1995,,,,
id_work_1096,Past Global Changes - ein Kernprojekt des IGBP; Afrikas Klimageschichte unter geowissenschaftlichen Aspekten,id_base_work,id_type_lecture,id_creator_37554,,,,,,,,,1997,,,,
id_work_1097,Klimawandel und Bevölkerungswachstum,id_base_work,id_type_lecture,id_creator_40014,,,,,,,,,1998,,,,
id_work_1098,Climate and Biosphere: Vernadsky's Lessons,id_base_work,id_type_lecture,id_creator_10601,,,id_place_147,,,,,,1996,,,,
id_work_1099,The interest-based explanation of international environmental policy,id_base_work,id_type_isi_article,id_creator_38277;id_creator_4558,,,,,77-105,,1,48,1994,,,id_journal_151,
id_work_1100,A comparison of forest gap models: Model structure and behaviour,id_base_work,id_type_pik_series,id_creator_37520;id_creator_2333;id_creator_15635;id_creator_25041;id_creator_41298;id_creator_7461;id_creator_2338,,id_publisher_8,id_place_8,id_series_164,,,,,1995,,,,
id_work_1101,Implementing carbon mitigation measures in the forestry sector a review,id_base_work,id_type_article_in_book,id_creator_41298,id_creator_37535;id_creator_37536;id_creator_37537,id_publisher_36,id_place_21,id_series_165,167-184,,,,1998,,,,
id_work_1102,Climatic Classification and Future Redistribution of Global Agricultural Land,id_base_work,id_type_isi_article,id_creator_2340;id_creator_2341,,,,,97-110,,1-2,3,1993,,,id_journal_37,
id_work_1103,CLIMBER 2: Earth system model of intermediate complexity,id_base_work,id_type_lecture,id_creator_35948,,,,,,,,,1999,,,,
id_work_1104,Economic theories of international environmental cooperation,id_base_work,id_type_book,id_creator_37321,,id_publisher_166,id_place_148,id_series_166,,,,,2000,,id_keyword_436;id_keyword_1411;id_keyword_1421;id_keyword_1411;id_keyword_546,,
id_work_1105,Klimawirkungsstudien in Wirtschaftswäldern mit dem Modell FORSKA,id_base_work,id_type_other_article,id_creator_41298;id_creator_40341,,,,,565-566,,11,54,1999,,,id_journal_71,
id_work_1106,Results of a workshop of the European Commission on the Oder flood in summer 1997,id_base_work,id_type_lecture,id_creator_39160,,,,,,,,,1999,,,,
id_work_1107,Capabilities and limitations of hillslope hydrological modelling,id_base_work,id_type_lecture,id_creator_39160,,,,,,,,,1999,,,,
id_work_1108,Experiences from the regional integrated modelling in the WAVES-project,id_base_work,id_type_lecture,id_creator_39160,,,,,,,,,1999,,,,
id_work_1109,Climate change and energy transition: issues for strategic research in the Asia-Pacific region,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_1110,Klimaänderung und Hochwasser,id_base_work,id_type_lecture,id_creator_39160,,,,,,,,,1998,,,,
id_work_1111,Changing waves and storms in the North Atlantic?,id_base_work,id_type_isi_article,id_creator_2351,,,,,741-760,,5,79,1998,,,id_journal_152,
id_work_1112,Continuous rainfall synthesis for urban hydrology,id_base_work,id_type_lecture,id_creator_31287,,,,,,,,,1999,,,,
id_work_1113,Entwicklung eines integrierten Modells zur Hydrologie und Gewässergüte in mesoskaligen Einzugsgebieten und dessen Anwendung in Teileinzugsgebieten der Elbe,id_base_work,id_type_conference_paper,id_creator_40723;id_creator_2806;id_creator_39262,id_creator_37538;id_creator_37539;id_creator_37540;id_creator_37541,id_publisher_167,id_place_116,,483-485,,,,1996,,,,
id_work_1114,Reversing course: Germany,id_base_work,id_type_pik_series,id_creator_38277;id_creator_2999,,id_publisher_8,id_place_8,id_series_167,,,,,1998,,id_keyword_464;id_keyword_1411;id_keyword_443;id_keyword_1411;id_keyword_445;id_keyword_1411;id_keyword_447;id_keyword_1411;id_keyword_449;id_keyword_1411;id_keyword_451;id_keyword_1411;id_keyword_453;id_keyword_1411;id_keyword_455;id_keyword_1411;id_keyword_457,,
id_work_1115,Asymptotic analysis of a dry atmosphere,id_base_work,id_type_conference_paper,id_creator_35559;id_creator_38996;id_creator_2360,,id_publisher_168,,,,,,,2000,,id_keyword_458;id_keyword_1411;id_keyword_460,,id_conference_9
id_work_1116,Simulation of soil moisture patterns using a topography-based model at different scales,id_base_work,id_type_pik_series,id_creator_2806;id_creator_38649;id_creator_41326;id_creator_40723,,id_publisher_8,id_place_8,id_series_168,,,,,1996,,,,
id_work_1117,Ansätze zur großskaligen Simulation der Wasserflüsse und ein Anwendungsbeispiel für das Elbeeinzugsgebiet,id_base_work,id_type_lecture,id_creator_39160,,,,,,,,,1997,,,,
id_work_1118,Integrated modelling of water availability and management in the semi-arid Northeast of Brazil,id_base_work,id_type_isi_article,id_creator_39160;id_creator_39247;id_creator_9619;id_creator_9537;id_creator_37634,,,,,,,,,1999,,,id_journal_20,
id_work_1119,Coastal zones,id_base_work,id_type_article_in_book,id_creator_38205;id_creator_2372,id_creator_37542;id_creator_37543;id_creator_38204;id_creator_37545,id_publisher_169,id_place_6,id_series_169,1-7,,,,1998,,,,
id_work_1120,Simulating forest development with alternative forest management strategies under climatic change - application of a forest gap model in risk analysis,id_base_work,id_type_lecture,id_creator_41298,,,,,,,,,1999,,,,
id_work_1121,Modelling runoff dynamics of the Elbe drainage basin: an application of a modified version of the HBV model,id_base_work,id_type_lecture,id_creator_40723;id_creator_39160;id_creator_2806,,,,,,,,,1998,,,,
id_work_1122,The extreme flood in the Odra/ Oder river basin in summer 1997: summary and conclusions from an European expert meeting,id_base_work,id_type_other_article,id_creator_39160;id_creator_36605;id_creator_39103,id_creator_39160;id_creator_37547;id_creator_38342,,,,7-14,,48,,1998,,,id_journal_1,
