id,label,id_prop_instance_of
id_creator_295,"Suhrbier, A.",id_base_author
id_creator_296,"Aumont, O.",id_base_author
id_creator_297,"Butchart, S.H.M.",id_base_author
id_creator_298,"Markowska, A.",id_base_author
id_creator_299,"Bindi, M.",id_base_author
id_creator_300,"Mangili, C.",id_base_author
id_creator_301,"Urban, A.",id_base_author
id_creator_302,"Fürst, S.",id_base_author
id_creator_303,"Tirole, J.",id_base_author
id_creator_304,"Burger, M.",id_base_author
id_creator_305,"Hemmer, H.R.",id_base_author
id_creator_306,"O’Neill, B.",id_base_author
id_creator_307,"Staudt, M.",id_base_author
id_creator_308,"Prishchepov, A.",id_base_author
id_creator_309,"Larondelle, N.",id_base_author
id_creator_310,"Köthur, P.",id_base_author
id_creator_311,"Cuaresma, J.C.",id_base_author
id_creator_312,"Hoeppe, P.",id_base_author
id_creator_313,"Vermeulen, S.J.",id_base_author
id_creator_314,"Schubert, M.",id_base_author
id_creator_315,"Wang, X.",id_base_author
id_creator_316,"Prasad, P.V.",id_base_author
id_creator_317,"Schüngel, J.",id_base_author
id_creator_318,"Jäger, D.",id_base_author
id_creator_319,"Joyce, B.",id_base_author
id_creator_320,"Bárdossy, A.",id_base_author
id_creator_10274,"Hill, J.",id_base_author;id_base_editor
id_creator_322,"Ryti, N.R.I.",id_base_author
id_creator_323,"Kemanian, A.R.",id_base_author
id_creator_10276,"Srivastava, L.",id_base_author;id_base_editor
id_creator_325,"Trujillo, I.",id_base_author
id_creator_326,"Basavaiah, N.",id_base_author
id_creator_327,"Trotta, C.",id_base_author
id_creator_328,"Milke, K.",id_base_author
id_creator_329,"Acutis, M.",id_base_author
id_creator_330,"Dabelko, G.D.",id_base_author
id_creator_10282,"Lasch, P.",id_base_author;id_base_editor
id_creator_332,"Jin, L.",id_base_author
id_creator_333,"FrÃ¶hlich, J.",id_base_author
id_creator_334,"Caraco, N.",id_base_author
id_creator_335,"Roupsard, O.",id_base_author
id_creator_336,"Boermans, T.",id_base_author
id_creator_337,"Tockner, K.",id_base_author
